title,console,console_fabricator,genre,publisher,developer,release_date,ano,total_sales,na_sales,jp_sales,pal_sales,other_sales
FIFA Soccer 11,X360,Microsoft,Sports,EA Sports,EA Canada,2010-09-28,2010,3.52,0.71,0.02,2.39,0.4
NBA 2K17,PS4,Sony,Sports,2K Sports,Visual Concepts,2016-09-16,2016,3.5299999999999994,2.28,0.03,0.59,0.63
Mortal Kombat X,PS4,Sony,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,2015-04-14,2015,3.4899999999999998,1.94,0.0,0.94,0.61
FIFA Soccer 2004,PS2,Sony,Sports,EA Sports,EA Canada,2003-11-04,2003,3.5,0.59,0.04,2.36,0.51
Borderlands,X360,Microsoft,Shooter,2K Games,Gearbox Software,2009-10-20,2009,3.4799999999999995,2.43,0.03,0.72,0.3
Battlefield: Bad Company 2,X360,Microsoft,Shooter,Electronic Arts,EA Digital Illusions CE,2010-03-02,2010,3.49,2.11,0.04,1.01,0.33
Mario & Sonic at the Olympic Winter Games,DS,Nintendo,Sports,Sega,Sega,2009-10-13,2009,3.48,1.21,0.27,1.63,0.37
Guitar Hero: On Tour,DS,Nintendo,Misc,Activision,Vicarious Visions,2008-06-22,2008,3.47,2.1,0.01,1.01,0.35
Tekken 4,PS2,Sony,Fighting,Namco,Namco,2002-09-23,2002,3.4400000000000004,1.55,0.33,1.27,0.29
LEGO Batman: The Videogame,X360,Microsoft,Adventure,Warner Bros. Interactive,Traveller's Tales,2008-09-23,2008,3.4499999999999997,2.07,0.0,1.04,0.34
Halo: The Master Chief Collection,XOne,Microsoft,Shooter,Microsoft Studios,343 Industries,2014-11-11,2014,3.44,2.06,0.03,1.04,0.31
LittleBigPlanet 2,PS3,Sony,Platform,Sony Computer Entertainment,Media Molecule,2011-01-18,2011,3.4299999999999997,1.83,0.06,1.07,0.47
FIFA 14,PS4,Sony,Sports,EA Sports,EA Canada,2013-11-15,2013,3.4299999999999997,0.62,0.12,2.18,0.51
Grand Theft Auto 2,PS,Sony,Action,Rockstar Games,DMA Design,1999-10-25,1999,3.42,1.13,0.0,2.07,0.22
Destiny,XOne,Microsoft,Shooter,Activision,Bungie,2014-09-09,2014,3.4099999999999997,2.17,0.0,0.92,0.32
Spider-Man 2,PS2,Sony,Action,Activision,Treyarch,2004-06-28,2004,3.4,1.75,0.02,1.2,0.43
FIFA Soccer 2003,PS2,Sony,Sports,EA Sports,EA Canada,2002-11-14,2002,3.4,0.46,0.05,2.28,0.61
Crash Bash,PS,Sony,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,2000-11-06,2000,3.3899999999999997,1.56,0.19,1.47,0.17
Gears of War 4,XOne,Microsoft,Shooter,Microsoft Studios,The Coalition,2016-10-11,2016,3.3899999999999997,2.17,0.0,0.9,0.32
The Elder Scrolls V: Skyrim Special Edition,PS4,Sony,Role-Playing,Bethesda Softworks,Bethesda Softworks,2016-10-28,2016,3.3600000000000003,1.24,0.08,1.5,0.54
Watch Dogs 2,PS4,Sony,Action,Ubisoft,Ubisoft,2016-11-15,2016,3.36,0.98,0.12,1.74,0.52
WWF War Zone,PS,Sony,Fighting,Acclaim Entertainment,Iguana Entertainment,1998-07-14,1998,3.3600000000000003,2.47,0.0,0.76,0.13
Assassin's Creed IV: Black Flag,X360,Microsoft,Action-Adventure,Ubisoft,Ubisoft Montreal,2013-10-29,2013,3.3499999999999996,1.9,0.01,1.14,0.3
NBA 2K18,PS4,Sony,Sports,2K Sports,Visual Concepts,2017-09-19,2017,3.3299999999999996,2.13,0.04,0.57,0.59
James Bond 007: Nightfire,PS2,Sony,Shooter,Electronic Arts,Eurocom Entertainment Software,2002-11-18,2002,3.32,1.45,0.12,1.29,0.46
Star Wars Episode III: Revenge of the Sith,PS2,Sony,Action,LucasArts,The Collective,2005-05-04,2005,3.32,1.47,0.03,1.39,0.43
Max Payne,PS2,Sony,Shooter,Rockstar Games,Remedy Entertainment,2001-12-06,2001,3.31,1.99,0.05,1.05,0.22
Madden NFL 16,PS4,Sony,Sports,EA Sports,EA Tiburon,2015-08-25,2015,3.31,2.39,0.0,0.31,0.61
The Lord of the Rings: The Return of the King,PS2,Sony,Action,Electronic Arts,"Hypnos Entertainment, Inc.",2003-11-05,2003,3.29,1.5,0.05,1.28,0.46
Madden NFL 17,PS4,Sony,Sports,EA Sports,EA Tiburon,2016-08-23,2016,3.27,2.3,0.0,0.37,0.6
Gran Turismo (PSP),PSP,Sony,Racing,Sony Computer Entertainment,Polyphony Digital,2009-10-01,2009,3.27,0.51,0.31,1.59,0.86
Far Cry 3,PS3,Sony,Shooter,Ubisoft,Ubisoft Montreal,2012-12-04,2012,3.27,0.88,0.1,1.79,0.5
True Crime: Streets of LA,PS2,Sony,Action,Activision,Luxoflux,2003-11-03,2003,3.27,1.89,0.02,1.05,0.31
FIFA 16,XOne,Microsoft,Sports,EA Sports,EA Canada,2015-09-22,2015,3.26,0.92,0.0,2.1,0.24
L.A. Noire,PS3,Sony,Adventure,Rockstar Games,Team Bondi,2011-11-15,2011,3.21,1.29,0.12,1.31,0.49
007: Tomorrow Never Dies,PS,Sony,Shooter,Electronic Arts,Black Ops Entertainment,1999-11-16,1999,3.21,1.72,0.0,1.33,0.16
WWF SmackDown! 2: Know Your Role,PS,Sony,Fighting,THQ,Yuke's,2000-11-21,2000,3.2,1.76,0.07,1.21,0.16
Assassin's Creed IV: Black Flag,PS4,Sony,Action-Adventure,Ubisoft,Ubisoft Montreal,2013-11-15,2013,3.1900000000000004,1.07,0.06,1.55,0.51
Enter the Matrix,PS2,Sony,Action,Atari,Shiny Entertainment,2003-05-14,2003,3.18,1.78,0.09,1.12,0.19
Assassin's Creed Odyssey,PS4,Sony,Action-Adventure,Ubisoft,Ubisoft Quebec,2018-10-05,2018,3.1799999999999997,1.18,0.09,1.4,0.51
Fallout: New Vegas,PS3,Sony,Role-Playing,Bethesda Softworks,Obsidian Entertainment,2010-10-19,2010,3.17,1.54,0.1,1.04,0.49
FIFA Soccer 08,PS2,Sony,Sports,EA Sports,EA Canada,2007-10-09,2007,3.14,0.68,0.0,0.0,2.46
Club Penguin: Elite Penguin Force,DS,Nintendo,Adventure,Disney Interactive Studios,1st Playable Productions,2008-11-25,2008,3.1399999999999997,1.87,0.0,0.97,0.3
FIFA 18,XOne,Microsoft,Sports,EA Sports,EA Vancouver,2017-09-29,2017,3.13,0.98,0.0,1.92,0.23
Spider-Man,PS,Sony,Action,Activision,Neversoft Entertainment,2000-08-30,2000,3.13,1.7,0.02,1.25,0.16
The Elder Scrolls IV: Oblivion,PS3,Sony,Role-Playing,Bethesda Softworks,4J Studios,2007-03-20,2007,3.13,1.69,0.14,0.86,0.44
Resident Evil 6,PS3,Sony,Action,Capcom,Capcom,2012-10-02,2012,3.12,0.88,0.88,0.97,0.39
Need for Speed III: Hot Pursuit,PS,Sony,Racing,Electronic Arts,EA Canada,1998-03-25,1998,3.13,2.14,0.0,0.86,0.13
Tom Clancy's Ghost Recon Wildlands,PS4,Sony,Shooter,Ubisoft,Ubisoft Paris,2017-03-07,2017,3.1100000000000003,1.07,0.22,1.35,0.47
Titanfall,XOne,Microsoft,Shooter,Electronic Arts,Respawn Entertainment,2014-03-11,2014,3.1100000000000003,1.88,0.04,0.91,0.28
NBA 2K13,X360,Microsoft,Sports,2K Sports,Visual Concepts,2012-10-02,2012,3.12,2.62,0.01,0.21,0.28
Mass Effect 2,X360,Microsoft,Role-Playing,Electronic Arts,BioWare Edmonton,2010-01-26,2010,3.1,1.99,0.03,0.81,0.27
LEGO Batman: The Videogame,Wii,Nintendo,Adventure,Warner Bros. Interactive,Traveller's Tales,2008-09-23,2008,3.0700000000000003,1.8,0.0,0.98,0.29
Madden NFL 2002,PS2,Sony,Sports,EA Sports,EA Sports,2001-08-19,2001,3.09,2.5,0.01,0.16,0.42
Saints Row 2,X360,Microsoft,Action,THQ,Volition Inc.,2008-10-14,2008,3.0700000000000003,1.98,0.02,0.79,0.28
Call of Duty: Ghosts,XOne,Microsoft,Shooter,Activision,Infinity Ward,2013-11-22,2013,3.0599999999999996,1.92,0.0,0.86,0.28
The Sims: Vacation,PC,Outros,Simulation,Electronic Arts,Maxis,2002-03-25,2002,3.07,1.72,0.0,1.21,0.14
Borderlands 2,X360,Microsoft,Shooter,2K Games,Gearbox Software,2013-01-15,2013,3.0700000000000003,1.89,0.04,0.88,0.26
LEGO Batman: The Videogame,DS,Nintendo,Adventure,Warner Bros. Interactive,Traveller's Tales,2008-09-23,2008,3.06,1.75,0.0,1.02,0.29
Kung Fu Panda,X360,Microsoft,Platform,Activision,Luxoflux,2008-06-03,2008,3.04,1.91,0.0,0.84,0.29
Metal Gear Solid V: The Phantom Pain,PS4,Sony,Action,Konami Digital Entertainment,Kojima Productions,2015-09-01,2015,3.04,0.97,0.5,1.15,0.42
Mass Effect 3,X360,Microsoft,Role-Playing,Electronic Arts,BioWare,2012-03-06,2012,3.05,1.94,0.03,0.84,0.24
Rayman,PS,Sony,Platform,Ubisoft,Ubisoft Montpellier,1995-09-01,1995,3.0300000000000002,1.54,0.0,1.33,0.16
Tom Clancy's Splinter Cell,XB,Microsoft,Action,Ubisoft,Ubisoft,2002-11-17,2002,3.02,1.85,0.0,1.04,0.13
WWE SmackDown! vs. Raw 2006,PS2,Sony,Fighting,THQ,Yuke's,2005-11-15,2005,3.0,1.57,0.0,1.02,0.41
The Sims: Livin Large,PC,Outros,Misc,Electronic Arts,Maxis,2000-08-27,2000,2.9799999999999995,1.67,0.0,1.18,0.13
World Soccer Winning Eleven 6 International,PS2,Sony,Sports,Konami,Konami Computer Entertainment Tokyo,2003-03-11,2003,2.99,0.12,1.16,1.26,0.45
Far Cry 3,X360,Microsoft,Shooter,Ubisoft,Ubisoft Montreal,2012-12-04,2012,2.98,1.38,0.02,1.33,0.25
Hitman 2: Silent Assassin,PS2,Sony,Action,Eidos Interactive,IO Interactive,2002-10-01,2002,2.96,1.36,0.04,1.15,0.41
Battlefield: Bad Company 2,PS3,Sony,Shooter,Electronic Arts,EA Digital Illusions CE,2010-03-02,2010,2.9600000000000004,1.33,0.08,1.11,0.44
Street Fighter IV,X360,Microsoft,Fighting,Capcom,Capcom / Dimps Corporation,2009-02-17,2009,2.9399999999999995,1.83,0.15,0.7,0.26
WWE SmackDown! vs. RAW 2006,PS2,Sony,Fighting,THQ,Yuke's,2005-11-14,2005,2.93,1.45,0.04,1.11,0.33
Pac-Man Collection,GBA,Nintendo,Puzzle,Namco,Mass Media,2001-07-12,2001,2.9399999999999995,2.07,0.05,0.77,0.05
Madden NFL 13,X360,Microsoft,Sports,EA Sports,EA Tiburon,2012-08-28,2012,2.9299999999999997,2.53,0.0,0.16,0.24
Doom (2016),PS4,Sony,Shooter,Bethesda Softworks,id Software,2016-05-13,2016,2.91,0.93,0.04,1.48,0.46
FIFA 15,X360,Microsoft,Sports,EA Sports,EA Canada,2014-09-23,2014,2.91,0.8,0.0,1.9,0.21
Mass Effect,X360,Microsoft,Role-Playing,Microsoft Game Studios,BioWare Edmonton,2007-11-20,2007,2.9200000000000004,1.83,0.03,0.79,0.27
Mortal Kombat (2011),PS3,Sony,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,2011-04-19,2011,2.9,1.98,0.0,0.54,0.38
Call of Duty: Finest Hour,PS2,Sony,Shooter,Activision,Spark Unlimited,2004-11-16,2004,2.88,1.51,0.01,1.12,0.24
Cooking Mama: Cook Off,Wii,Nintendo,Simulation,Majesco,Office Create,2007-03-20,2007,2.88,1.41,0.05,1.12,0.3
Sega Superstars Tennis,X360,Microsoft,Sports,Sega,Sumo Digital,2008-03-18,2008,2.8899999999999997,1.75,0.0,0.86,0.28
Hot Shots Golf 3,PS2,Sony,Sports,Sony Computer Entertainment,Clap Hanz,2002-03-11,2002,2.89,0.99,1.38,0.32,0.2
Imagine: Babyz,DS,Nintendo,Simulation,Ubisoft,Visual Impact,2007-10-23,2007,2.87,1.3,0.0,1.26,0.31
Colin McRae Rally,PS,Sony,Racing,Sony Computer Entertainment,Codemasters,2000-01-31,2000,2.8600000000000003,0.09,0.12,2.43,0.22
Mafia III,PS4,Sony,Action-Adventure,2K Games,Hangar 13,2016-10-07,2016,2.8699999999999997,0.72,0.04,1.67,0.44
The Elder Scrolls III: Morrowind,XB,Microsoft,Role-Playing,Bethesda Softworks,Bethesda Softworks,2002-06-06,2002,2.8599999999999994,2.09,0.03,0.63,0.11
Assassin's Creed: Brotherhood,PS3,Sony,Action,Ubisoft,Ubisoft Montreal,2010-11-16,2010,2.85,1.87,0.11,0.57,0.3
Madden NFL 10,X360,Microsoft,Sports,EA Sports,EA Tiburon,2009-08-14,2009,2.83,2.52,0.0,0.09,0.22
BioShock,X360,Microsoft,Shooter,2K Games,2K Australia / 2K Boston,2007-08-21,2007,2.83,1.65,0.05,0.85,0.28
WWE SmackDown! vs. Raw,PS2,Sony,Fighting,THQ,Yuke's,2004-11-02,2004,2.8300000000000005,1.32,0.04,1.08,0.39
Zumba Fitness 2,Wii,Nintendo,Sports,Majesco,"Pipeworks Software, Inc.",2011-11-15,2011,2.83,1.52,0.0,1.05,0.26
Diablo III: Ultimate Evil Edition,PS4,Sony,Role-Playing,Blizzard Entertainment,Blizzard Entertainment,2014-08-19,2014,2.8299999999999996,0.83,0.08,1.48,0.44
Finding Nemo,GBA,Nintendo,Platform,THQ,Vicarious Visions,2003-05-10,2003,2.8200000000000003,1.59,0.04,1.05,0.14
Medal of Honor,PS3,Sony,Shooter,Electronic Arts,EA Los Angeles,2010-10-12,2010,2.8200000000000003,1.28,0.07,1.04,0.43
Imagine: Fashion Designer,DS,Nintendo,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,2007-10-23,2007,2.8099999999999996,1.32,0.0,1.19,0.3
Need for Speed: Hot Pursuit,PS3,Sony,Racing,Electronic Arts,Criterion Games,2010-11-16,2010,2.8100000000000005,1.05,0.03,1.24,0.49
Killzone 3,PS3,Sony,Shooter,Sony Computer Entertainment,Guerrilla Games,2011-02-22,2011,2.8,1.46,0.09,0.87,0.38
NBA Street,PS2,Sony,Sports,EA Sports BIG,NuFX,2001-06-18,2001,2.79,2.19,0.0,0.22,0.38
Skylanders: Spyro's Adventure,Wii,Nintendo,Action,Activision,Toys for Bob,2011-10-16,2011,2.8,1.35,0.0,1.15,0.3
WWF SmackDown! Just Bring It,PS2,Sony,Fighting,THQ,Yuke's,2001-11-18,2001,2.79,1.19,0.04,1.15,0.41
Mortal Kombat Trilogy,PS,Sony,Fighting,Midway Games,Avalanche Software,1996-09-01,1996,2.7899999999999996,1.98,0.0,0.7,0.11
Hot Shots Golf,PS,Sony,Sports,Sony Computer Entertainment,Camelot Software Planning,1998-05-05,1998,2.8000000000000003,0.29,2.13,0.2,0.18
A Bug's Life,PS,Sony,Platform,Sony Computer Entertainment,Traveller's Tales,1998-10-31,1998,2.7899999999999996,1.96,0.0,0.72,0.11
Star Wars: The Force Unleashed,X360,Microsoft,Action,LucasArts,LucasArts,2008-09-16,2008,2.7800000000000002,1.74,0.0,0.78,0.26
Saints Row: The Third,X360,Microsoft,Action,THQ,Volition Inc.,2011-11-15,2011,2.7699999999999996,1.26,0.07,1.14,0.3
The Sims,PS2,Sony,Simulation,Electronic Arts,Edge of Reality,2003-01-12,2003,2.7700000000000005,1.41,0.0,1.12,0.24
Battlefield 3,PC,Outros,Shooter,Electronic Arts,Dice,2011-10-25,2011,2.7600000000000002,0.89,0.0,1.44,0.43
Need for Speed: Most Wanted (2012),PS3,Sony,Racing,Electronic Arts,Criterion Games,2012-10-30,2012,2.74,0.71,0.06,1.52,0.45
Far Cry: Primal,PS4,Sony,Action-Adventure,Ubisoft,Ubisoft Montreal,2016-02-23,2016,2.72,0.63,0.07,1.61,0.41
L.A. Noire,X360,Microsoft,Adventure,Rockstar Games,Team Bondi,2011-11-15,2011,2.7300000000000004,1.55,0.02,0.92,0.24
Overwatch,XOne,Microsoft,Shooter,Blizzard Entertainment,Blizzard Entertainment,2016-05-24,2016,2.7199999999999998,1.63,0.0,0.84,0.25
Need for Speed (2015),PS4,Sony,Racing,Electronic Arts,Ghost Games,2015-11-03,2015,2.7199999999999998,0.59,0.06,1.66,0.41
Tom Clancy's Rainbow Six: Siege,XOne,Microsoft,Shooter,Ubisoft,Ubisoft Montreal,2015-12-01,2015,2.71,1.62,0.0,0.84,0.25
Skate 3,X360,Microsoft,Sports,EA Sports,EA Black Box,2010-05-11,2010,2.71,1.47,0.0,0.99,0.25
Madden NFL 13,PS3,Sony,Sports,EA Sports,EA Tiburon,2012-08-28,2012,2.72,2.12,0.0,0.24,0.36
Madden NFL 12,X360,Microsoft,Sports,EA Sports,EA Tiburon,2011-08-30,2011,2.7,2.43,0.0,0.11,0.16
Call of Duty 3,X360,Microsoft,Shooter,Activision,Treyarch,2006-11-07,2006,2.7,1.49,0.02,0.92,0.27
LEGO Star Wars II: The Original Trilogy,PS2,Sony,Action,LucasArts,Traveller's Tales,2006-09-12,2006,2.69,1.85,0.01,0.64,0.19
Madden NFL 11,X360,Microsoft,Sports,EA Sports,EA Tiburon,2010-08-10,2010,2.69,2.38,0.0,0.12,0.19
Burnout 3: Takedown,PS2,Sony,Racing,Electronic Arts,Criterion Games,2004-09-07,2004,2.6799999999999997,1.23,0.0,1.11,0.34
Mortal Kombat,GEN,Sega,Fighting,Arena Entertainment,Probe Entertainment Limited,1993-09-13,1993,2.67,1.95,0.0,0.63,0.09
Medal of Honor,PS,Sony,Shooter,Electronic Arts,DreamWorks Interactive,1999-11-11,1999,2.6700000000000004,1.44,0.0,1.09,0.14
Call of Duty 2: Big Red One,PS2,Sony,Shooter,Activision,Treyarch,2005-11-01,2005,2.67,1.48,0.01,0.92,0.26
Final Fantasy XIII-2,PS3,Sony,Role-Playing,Square Enix,Square Enix,2012-01-31,2012,2.65,0.78,0.89,0.75,0.23
Medal of Honor Heroes,PSP,Sony,Shooter,Electronic Arts,Team Fusion,2006-10-20,2006,2.65,0.86,0.01,1.11,0.67
Guitar Hero: World Tour,X360,Microsoft,Misc,Activision,Neversoft Entertainment,2008-10-26,2008,2.67,1.78,0.0,0.64,0.25
WWE SmackDown! Shut Your Mouth,PS2,Sony,Fighting,THQ,Yuke's,2002-10-31,2002,2.6500000000000004,1.32,0.04,1.29,0.0
Tom Clancy's Splinter Cell,PS2,Sony,Action,Ubisoft,Ubisoft,2003-04-08,2003,2.6599999999999997,1.15,0.0,1.11,0.4
Need for Speed: Shift,PS3,Sony,Racing,Electronic Arts,Slightly Mad Studios,2009-09-15,2009,2.65,0.69,0.04,1.4,0.52
Hannah Montana,DS,Nintendo,Action,Buena Vista,DC Studios,2006-10-10,2006,2.6500000000000004,1.59,0.0,0.8,0.26
Medal of Honor,X360,Microsoft,Shooter,Electronic Arts,EA Los Angeles,2010-10-12,2010,2.64,1.58,0.04,0.8,0.22
NBA 2K12,X360,Microsoft,Sports,2K Sports,Visual Concepts,2011-10-04,2011,2.6399999999999997,2.32,0.01,0.14,0.17
Midnight Club: Street Racing,PS2,Sony,Racing,Rockstar Games,Angel Studios,2000-10-25,2000,2.6300000000000003,2.0,0.02,0.47,0.14
NBA 2K19,PS4,Sony,Sports,2K Sports,Visual Concepts,2018-09-11,2018,2.63,1.69,0.03,0.44,0.47
NBA 2K13,PS3,Sony,Sports,2K Sports,Visual Concepts,2012-10-02,2012,2.64,1.74,0.05,0.46,0.39
FIFA Soccer 10,X360,Microsoft,Sports,EA Sports,EA Canada,2009-10-20,2009,2.63,0.6,0.01,1.79,0.23
ESPN NFL 2K5,PS2,Sony,Sports,Sega,Visual Concepts,2004-07-20,2004,2.63,2.15,0.0,0.12,0.36
Madden NFL 18,PS4,Sony,Sports,EA Sports,EA Tiburon,2017-08-25,2017,2.62,1.73,0.0,0.42,0.47
LittleBigPlanet,PSP,Sony,Platform,Sony Computer Entertainment,SCEE Cambridge,2009-11-17,2009,2.6100000000000003,0.65,0.01,1.27,0.68
Harry Potter and the Chamber of Secrets,PS2,Sony,Adventure,Electronic Arts,Eurocom Entertainment Software,2002-11-14,2002,2.6,0.9,0.04,1.22,0.44
Grand Theft Auto: Episodes from Liberty City,X360,Microsoft,Adventure,Rockstar Games,Rockstar North,2009-10-29,2009,2.6,1.08,0.03,1.22,0.27
Streets of Rage,GEN,Sega,Action,Sega,Sega,1990-12-31,1990,2.6000000000000005,1.86,0.11,0.55,0.08
FIFA Soccer 09,PS3,Sony,Sports,Electronic Arts,EA Canada,2008-10-14,2008,2.5900000000000003,0.49,0.04,1.63,0.43
NBA Live 2005,PS2,Sony,Sports,EA Sports,EA Canada,2004-09-28,2004,2.59,2.03,0.0,0.21,0.35
Tom Clancy's The Division,XOne,Microsoft,Shooter,Ubisoft,Massive Entertainment,2016-03-08,2016,2.5999999999999996,1.54,0.0,0.82,0.24
LEGO Star Wars: The Complete Saga,X360,Microsoft,Action,LucasArts,Traveller's Tales,2007-11-06,2007,2.5999999999999996,1.53,0.0,0.83,0.24
WWE SmackDown vs. RAW 2007,PS2,Sony,Fighting,THQ,Yuke's,2006-11-14,2006,2.5700000000000003,1.4,0.03,0.88,0.26
Skylanders Giants,Wii,Nintendo,Misc,Activision,Toys for Bob,2012-10-21,2012,2.58,1.49,0.0,0.86,0.23
Madden NFL 08,PS2,Sony,Sports,EA Sports,EA Tiburon,2007-08-14,2007,2.5700000000000003,2.14,0.0,0.08,0.35
NBA 2K14,X360,Microsoft,Sports,2K Sports,Visual Concepts,2013-10-11,2013,2.57,2.11,0.0,0.19,0.27
Dragon Age: Origins,X360,Microsoft,Role-Playing,Electronic Arts,BioWare Edmonton,2009-11-03,2009,2.56,1.76,0.03,0.55,0.22
Hot Shots Golf,PS,Sony,Sports,Sony Computer Entertainment,Camelot Software Planning,1998-05-05,1998,2.5599999999999996,0.26,2.13,0.17,0.0
FIFA 16,PS3,Sony,Sports,EA Sports,EA Canada,2015-09-22,2015,2.54,0.43,0.05,1.68,0.38
Madden NFL 09,X360,Microsoft,Sports,EA Sports,EA Tiburon,2008-08-12,2008,2.5300000000000002,2.21,0.0,0.12,0.2
Crazy Taxi,PS2,Sony,Racing,Acclaim Entertainment,Hitmaker,2001-05-14,2001,2.5300000000000002,1.13,0.06,1.12,0.22
Tomb Raider (2013),PS3,Sony,Action,Square Enix,Crystal Dynamics,2013-03-05,2013,2.51,0.6,0.08,1.45,0.38
Midnight Club: Los Angeles,PS3,Sony,Racing,Rockstar Games,Rockstar San Diego,2008-10-20,2008,2.5100000000000002,1.59,0.05,0.54,0.33
PES 2009: Pro Evolution Soccer,PS2,Sony,Sports,Konami,Konami,2008-11-11,2008,2.51,0.13,0.26,0.07,2.05
Marvel: Ultimate Alliance,X360,Microsoft,Role-Playing,Activision,Raven Software,2006-10-24,2006,2.5,2.29,0.0,0.02,0.19
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Microsoft,Action,Rockstar Games,Rockstar North,2003-10-31,2003,2.49,1.84,0.0,0.56,0.09
Mortal Kombat: Deadly Alliance,PS2,Sony,Fighting,Midway Games,Midway,2002-11-16,2002,2.48,1.81,0.0,0.52,0.15
Game Party,Wii,Nintendo,Misc,Midway Games,JGI Entertainment,2007-11-27,2007,2.4800000000000004,1.47,0.0,0.77,0.24
NBA 2K15,PS4,Sony,Sports,2K Sports,Visual Concepts,2014-10-07,2014,2.4899999999999998,1.49,0.01,0.55,0.44
Saints Row: The Third,PS3,Sony,Action,THQ,Volition Inc.,2011-11-15,2011,2.47,0.86,0.18,1.06,0.37
Tomb Raider: The Last Revelation,PS,Sony,Action,Eidos Interactive,Core Design Ltd.,1999-11-22,1999,2.4799999999999995,1.15,0.06,1.14,0.13
Madden NFL 16,XOne,Microsoft,Sports,EA Sports,EA Tiburon,2015-08-25,2015,2.4699999999999998,2.13,0.0,0.08,0.26
Rock Band,X360,Microsoft,Misc,MTV Games,Harmonix Music Systems,2007-11-20,2007,2.4699999999999998,1.93,0.0,0.33,0.21
Assassin's Creed Origins,XOne,Microsoft,Action,Ubisoft,Ubisoft Montreal,2017-10-27,2017,2.4800000000000004,1.34,0.0,0.92,0.22
Minecraft,PSV,Sony,Misc,Sony Computer Entertainment America,4J Studios,2014-11-11,2014,2.47,0.22,1.25,0.73,0.27
Pure,X360,Microsoft,Racing,Disney Interactive Studios,Black Rock Studio,2008-09-16,2008,2.4699999999999998,1.38,0.0,0.84,0.25
LEGO Harry Potter: Years 1-4,Wii,Nintendo,Adventure,Warner Bros. Interactive,Traveller's Tales,2010-06-29,2010,2.45,1.29,0.0,0.94,0.22
Dying Light,PS4,Sony,Action,Warner Bros. Interactive,Techland,2015-01-27,2015,2.4499999999999997,1.18,0.13,0.74,0.4
Madden NFL 17,XOne,Microsoft,Sports,EA Sports,EA Tiburon,2016-08-23,2016,2.4400000000000004,2.14,0.0,0.04,0.26
Twisted Metal 2,PS,Sony,Racing,Sony Computer Entertainment,SingleTrac,1996-10-31,1996,2.44,2.12,0.0,0.25,0.07
uDraw Studio,Wii,Nintendo,Misc,THQ,"Pipeworks Software, Inc.",2010-11-14,2010,2.44,1.65,0.0,0.58,0.21
The Sims: Bustin' Out,PS2,Sony,Simulation,Electronic Arts,Maxis,2003-12-15,2003,2.44,1.07,0.0,1.19,0.18
Tom Clancy's Rainbow Six: Vegas 2,X360,Microsoft,Shooter,Ubisoft,Ubisoft Montreal,2008-03-18,2008,2.42,1.56,0.02,0.61,0.23
Sonic Adventure,DC,Sega,Platform,Sega,Sonic Team,1999-09-09,1999,2.41,1.26,0.46,0.61,0.08
Need for Speed Carbon: Own the City,PSP,Sony,Racing,Electronic Arts,EA Black Box,2006-10-31,2006,2.42,0.87,0.0,0.97,0.58
Halo: Combat Evolved Anniversary,X360,Microsoft,Shooter,Microsoft Studios,343 Industries,2011-11-15,2011,2.41,1.44,0.04,0.71,0.22
Kinect: Disneyland Adventures,X360,Microsoft,Action-Adventure,Microsoft Studios,Frontier Developments,2011-11-15,2011,2.41,1.73,0.02,0.43,0.23
Need for Speed: ProStreet,PS2,Sony,Racing,Electronic Arts,EA Black Box,2007-11-13,2007,2.41,0.69,0.04,0.0,1.68
Pro Evolution Soccer 2011,PS3,Sony,Sports,Konami,Konami,2010-10-05,2010,2.42,0.29,0.54,1.18,0.41
NBA 2K16,XOne,Microsoft,Sports,2K Sports,Visual Concepts,2015-09-29,2015,2.4099999999999997,2.01,0.0,0.15,0.25
ATV Offroad Fury,PS2,Sony,Racing,Sony Computer Entertainment,Rainbow Studios,2001-02-05,2001,2.41,2.07,0.0,0.26,0.08
Forza Motorsport 5,XOne,Microsoft,Racing,Microsoft Studios,Turn 10 Studios,2013-11-22,2013,2.4,1.28,0.01,0.9,0.21
Batman: Arkham Origins,PS3,Sony,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,2013-10-25,2013,2.4,1.08,0.04,0.88,0.4
Midnight Club: Los Angeles,X360,Microsoft,Racing,Rockstar Games,Rockstar San Diego,2008-10-20,2008,2.4000000000000004,1.72,0.01,0.45,0.22
Tetris Plus,PS,Sony,Puzzle,Jaleco,Atlus Co.,1996-10-18,1996,2.4099999999999997,2.1,0.0,0.24,0.07
Madden NFL 11,PS3,Sony,Sports,EA Sports,EA Tiburon,2010-08-10,2010,2.4,2.05,0.0,0.15,0.2
Theme Hospital,PC,Outros,Strategy,Electronic Arts,Bullfrog Productions,1997-03-31,1997,2.4,2.3,0.0,0.1,0.0
Zumba Fitness,X360,Microsoft,Sports,Majesco,"Pipeworks Software, Inc.",2010-11-18,2010,2.39,1.74,0.0,0.45,0.2
Frogger's Adventures: Temple of the Frog,GBA,Nintendo,Adventure,Konami,Konami,2001-10-24,2001,2.4,2.15,0.0,0.18,0.07
